TITLE,ALT_WORDS,DESC_ID,DESCRIPTION
Answering machine,telephone,271,"Electronic equipment is now collected right at your curbside.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin.  Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Alternatively this item is collected at the City's <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Click on the link, then ""Events by Date"" for locations and schedule of events.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation."
Child or baby car seat,booster,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
"Chairs (plastic, e.g. lawn furniture)",patio,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Fan (plastic),,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Ceiling fan,,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Fence (plastic),,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Water cooler refrigeration base ,"water tank, water cooler, refrigeration base, metal cooler",272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Christmas tree (artificial),fake,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Backyard Composter (empty),Earth machine,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Popcorn cart,,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Ladder ,"step ladder, lader",272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Laundry basket,"clothes basket, hamper",272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Lawn roller,lawn drum,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Picnic table,,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Sewing Machine,,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Wheelchair,wheel chair,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Water softener ,,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Ping pong table,air hockey table,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Bed frame (wood),,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Shelf,"book shelf, bookshelf",272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Hockey stick,,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Skis,"downhill, cross country",272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Snowboard,,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Golf Club,"iron, putter, golf clubs",272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Chairs (wooden),,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
swing set (plastic),"slide (plastic), plastic frame hockey net",272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
coat rack (wooden),,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
storage bin,"storage tote, milk crate",272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
chalk board,"white board, bulletin board",272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
workbench,work bench,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Shed (plastic) dismantled,,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
baby gate,,272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Lawn furniture,"patio furniture, patio umbrella, patio table",272,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required. "
Sofa bed,,273,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up. Bag tags are not required.  Please tie frame together.  The sofa bed can then be placed next to your Garbage Bin for regular curbside pick up.  For proper set out procedures for items containing  bed bugs, refer to the following link <a href=""http://www.toronto.ca/311/knowledgebase/76/101000697476.html"" target=""_blank"">Bed Bug Guidelines</a>."
Wine cork (plastic or wooden),"corks, stoppers, ",275,"Please place items in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued bag tag. Alternatively, this item is collected at the City's <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Click on the link, then ""Events by Date"" for locations and schedule of events."
Eye glasses,"eyeware, eyeglasses, sun glasses, sunglasses",275,"Please place items in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued bag tag. Alternatively, this item is collected at the City's <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Click on the link, then ""Events by Date"" for locations and schedule of events."
Cabinets,"shelf, cubbie, wardrobe, wooden shelf, shelving, wall unit, entertainment unit, hutch, china cabinet, medicine cabinet",276,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required.  Please take apart or separate large heavy items, so that they are manageable.  Please remove any nails, cut and tie in bundles no longer than 1.2 m (4ft.) and weighing less than 20 kg (44 lbs.)"
Dog house,doghouse,276,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required.  Please take apart or separate large heavy items, so that they are manageable.  Please remove any nails, cut and tie in bundles no longer than 1.2 m (4ft.) and weighing less than 20 kg (44 lbs.)"
Wine barrel,,276,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required.  Please take apart or separate large heavy items, so that they are manageable.  Please remove any nails, cut and tie in bundles no longer than 1.2 m (4ft.) and weighing less than 20 kg (44 lbs.)"
Playpen,play pen,276,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required.  Please take apart or separate large heavy items, so that they are manageable.  Please remove any nails, cut and tie in bundles no longer than 1.2 m (4ft.) and weighing less than 20 kg (44 lbs.)"
Splash pool,"above ground, children's pool, plastic swimming pool",276,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required.  Please take apart or separate large heavy items, so that they are manageable.  Please remove any nails, cut and tie in bundles no longer than 1.2 m (4ft.) and weighing less than 20 kg (44 lbs.)"
trampoline,,276,"Items that would never fit in your Garbage Bin, when empty, are considered oversize and collected curbside.  Please place these items 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up.  Bag tags are not required.  Please take apart or separate large heavy items, so that they are manageable.  Please remove any nails, cut and tie in bundles no longer than 1.2 m (4ft.) and weighing less than 20 kg (44 lbs.)"
Beer bottle (Can),"beer cans, bottles",277,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.  Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311. Alternatively, alcohol containers can be returned for deposit to the <a href=""http://www.thebeerstore.ca/locations"" target=""_blank"">Beer Store.  "
Wine bottle,,277,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.  Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311. Alternatively, alcohol containers can be returned for deposit to the <a href=""http://www.thebeerstore.ca/locations"" target=""_blank"">Beer Store.  "
Liquor bottle,"spirits, alcohol bottles",277,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.  Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311. Alternatively, alcohol containers can be returned for deposit to the <a href=""http://www.thebeerstore.ca/locations"" target=""_blank"">Beer Store.  "
Juice box and other Aseptic containers,"cartons, containers, boxes, polycoat, Tetra Pak, aseptic, beverages, aseptic box, tetrapack, tetrapak",279,"Please place this item in your Blue Bin.  Please remove the straw and discard it in the garbage bin.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.  Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
Bicycle,"bike, tricycle, tire",280,Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please remove the seat and tires from your bicycle and place in garbage bin. Please set out  item for pick up 0.5 metre (2 feet) away from your Garbage Bin. 
Shovel (metal),metal snow shovel,281,Please remove handle from shovel blade.  Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin.
Snow blower,snowblower,282,Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Make sure that all gasoline and oil has been drained and cords are removed.   Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. 
"Lawnmower (gas, electric or push)",lawn mower,282,Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Make sure that all gasoline and oil has been drained and cords are removed.   Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. 
Oil filled heater,"radiator, electric, oil-filled",282,Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Make sure that all gasoline and oil has been drained and cords are removed.   Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. 
Pool filter,,284,"Please remove the sand, then place the pool filter 0.5 metre (2 feet) away from your Garbage Bin on your scheduled garbage collection day for free pick-up. Bag tags are not required for oversize items.  "
Metal stake,scrap metal,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Fence (wire),chicken wire,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Furnace (all metal),,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Satellite dish (metal),,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
"Shed (metal), dismantled",,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Swing set (metal),metal frame hockey net,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Hot water tank (empty),,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Antenna tower,,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Bed frame (metal),,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Scrap metal,"compressor, pipes, metal weights, fireplace grate",285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Fireplace (metal),,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Wood burning stove,,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Water heater,,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Bathtub (metal),"bath tub, bathtubs",285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Ironing Board,,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Bed spring,,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
coat rack (metal),,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
metal mailbox,,285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Plumbing fixtures-metal," taps, pipes, showerhead, shower head, stalls, copper pipe, faucet",285,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day. Please break down, bundle and/or tie where possible. For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Medication,"pharmaceuticals, medicine, pills, drugs, prescriptions, over the counter, over-the-counter, medications, rubbing alcohol",286,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""http://www.toronto.ca/hhw"" target=""_blank"">Household Hazardous Waste Depots</a>.  HHW MUST NOT be included in your Garbage Bin or Blue Bin.  Needles and other sharps should be placed in a sealed container labelled 'Needles'.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also bring items to their nearest pharmacy. For a list of locations check the <a href=""http://healthsteward.ca.""target=""_blank"">Canada Health Products Stewardship Association."
Needle ,"needles, biohazardous, hypodermic, sharps, lancets, syringes",286,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""http://www.toronto.ca/hhw"" target=""_blank"">Household Hazardous Waste Depots</a>.  HHW MUST NOT be included in your Garbage Bin or Blue Bin.  Needles and other sharps should be placed in a sealed container labelled 'Needles'.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also bring items to their nearest pharmacy. For a list of locations check the <a href=""http://healthsteward.ca.""target=""_blank"">Canada Health Products Stewardship Association."
Syringe ,"syringes, biohazardous, hypodermic, sharps, lancets",286,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""http://www.toronto.ca/hhw"" target=""_blank"">Household Hazardous Waste Depots</a>.  HHW MUST NOT be included in your Garbage Bin or Blue Bin.  Needles and other sharps should be placed in a sealed container labelled 'Needles'.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also bring items to their nearest pharmacy. For a list of locations check the <a href=""http://healthsteward.ca.""target=""_blank"">Canada Health Products Stewardship Association."
Lancet ,"lancets, biohazardous, sharps",286,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""http://www.toronto.ca/hhw"" target=""_blank"">Household Hazardous Waste Depots</a>.  HHW MUST NOT be included in your Garbage Bin or Blue Bin.  Needles and other sharps should be placed in a sealed container labelled 'Needles'.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also bring items to their nearest pharmacy. For a list of locations check the <a href=""http://healthsteward.ca.""target=""_blank"">Canada Health Products Stewardship Association."
"Drywall (clean; painted, vinyl or paper covered only)","dry wall, gyp rock, plaster",287," Please take this item to one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a>.  Please note disposal fees may apply.  "
x-ray plate,,287," Please take this item to one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a>.  Please note disposal fees may apply.  "
Kitchen utensil,"parring knife, pearing knife, paring knife, sharp knife, utensil, carving knife, knives, fork, spoon, can opener, spatula",288,Please place item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued garbage bag tag.  Broken glass and sharp objects can be hazardous to our collections staff.  Please securely wrap broken glass and sharp objects in newspaper before placing the items in your Garbage Bin or garbage bag.
Popcorn maker,,288,Please place item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued garbage bag tag.  Broken glass and sharp objects can be hazardous to our collections staff.  Please securely wrap broken glass and sharp objects in newspaper before placing the items in your Garbage Bin or garbage bag.
Nail/Screw,"nail, screw, nails, screws, bolts, nuts,",288,Please place item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued garbage bag tag.  Broken glass and sharp objects can be hazardous to our collections staff.  Please securely wrap broken glass and sharp objects in newspaper before placing the items in your Garbage Bin or garbage bag.
Mirror (broken),,288,Please place item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued garbage bag tag.  Broken glass and sharp objects can be hazardous to our collections staff.  Please securely wrap broken glass and sharp objects in newspaper before placing the items in your Garbage Bin or garbage bag.
Mirror,"mirrors, glass",288,Please place item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued garbage bag tag.  Broken glass and sharp objects can be hazardous to our collections staff.  Please securely wrap broken glass and sharp objects in newspaper before placing the items in your Garbage Bin or garbage bag.
Coffee maker,,288,Please place item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued garbage bag tag.  Broken glass and sharp objects can be hazardous to our collections staff.  Please securely wrap broken glass and sharp objects in newspaper before placing the items in your Garbage Bin or garbage bag.
Ceramic dish (broken),,288,Please place item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued garbage bag tag.  Broken glass and sharp objects can be hazardous to our collections staff.  Please securely wrap broken glass and sharp objects in newspaper before placing the items in your Garbage Bin or garbage bag.
Plastic outdoor garbage can,rain barrel,289,"Unwanted garbage cans (metal or plastic) and unwanted blue/grey boxes can be set out as oversize, place sign on container indicating ""For Garbage Pick Up"" (on garbage day no tag required) or taken to a <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depot</a>.  The boxes will be recycled."
Blue box/Grey box,gray box,289,"Unwanted garbage cans (metal or plastic) and unwanted blue/grey boxes can be set out as oversize, place sign on container indicating ""For Garbage Pick Up"" (on garbage day no tag required) or taken to a <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depot</a>.  The boxes will be recycled."
Glass bottle/jar ,"bottles, containers, beverages, jar, mason jar, glass carboy, home brewing bottle, wine making bottle, cooking oil bottle",290,"Please place empty glass bottles and jars with metal lids on in your Blue Bin. Remove rubber dropper lids and place in garbage. All recycling should fit in your Blue Bin with the lid closed. If you have extra recycling, please keep materials until your next Blue Bin collection. Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311."
Glass jar ,"jars, mason jar, baby food jar",290,"Please place empty glass bottles and jars with metal lids on in your Blue Bin. Remove rubber dropper lids and place in garbage. All recycling should fit in your Blue Bin with the lid closed. If you have extra recycling, please keep materials until your next Blue Bin collection. Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311."
Plastic bottle,"bottles, containers, PET, PETE, beverages, water cooler bottle, plastic carboy, vitamin bottle",291,"Please place empty containers in your Blue Bin, leave lids and sprayers on. All recycling should fit in your Blue Bin with the lid closed. If you have extra recycling, please keep materials until your next Blue Bin collection. Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311."
Shampoo bottle,"bottles,",291,"Please place empty containers in your Blue Bin, leave lids and sprayers on. All recycling should fit in your Blue Bin with the lid closed. If you have extra recycling, please keep materials until your next Blue Bin collection. Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311."
